Name;Street Address;Location;Type;Reviews;No of Reviews;Contact Number;Trip_advisor Url;Menu;Price_Range;City
Pane e Vino;8945 S Fry Rd;Katy, TX 77494; Italian, Pizza, Vegetarian Friendly;4.5;54 reviews;+1 281-391-2222;https://www.tripadvisor.com//Restaurant_Review-g56062-d7715917-Reviews-Pane_e_Vino-Katy_Texas.html;Check The Website for a Menu;$$ - $$$;Katy
Capers + Olives;2933 Colby Ave;Everett, WA 98201-4010; Italian, Vegetarian Friendly;4.5;25 reviews;+1 425-322-5280;https://www.tripadvisor.com//Restaurant_Review-g58466-d14932914-Reviews-Capers_Olives-Everett_Washington.html;Check The Website for a Menu;$$ - $$$;Everett
Elements Restaurant;907 Main Street;Vancouver, WA 98660; American, Vegetarian Friendly, Gluten Free Options;4.5;123 reviews;+1 360-258-0989;https://www.tripadvisor.com//Restaurant_Review-g60820-d5532340-Reviews-Elements_Restaurant-Vancouver_Washington.html;http://www.elementsvancouver.com;$$ - $$$;Vancouver
Jack's Oyster House;42-44 State Street;Albany, NY 12207-2804; American, Seafood, Gluten Free Options;4;516 reviews;+1 518-465-8854;https://www.tripadvisor.com//Restaurant_Review-g29786-d491024-Reviews-Jack_s_Oyster_House-Albany_New_York.html;Check The Website for a Menu;$$$$;Albany
Yono's Restaurant;25 Chapel St;Albany, NY 12210-2733; Indonesian, American, Vegetarian Friendly;4.5;282 reviews;+1 518-436-7747;https://www.tripadvisor.com//Restaurant_Review-g29786-d420139-Reviews-Yono_s_Restaurant-Albany_New_York.html;Check The Website for a Menu;$$$$;Albany
Fleming's Prime Steakhouse & Wine Bar;1201 Lake Woodlands Dr Ste 305;The Woodlands, TX 77380-5011; American, Steakhouse, Gluten Free Options;4.5;202 reviews;+1 281-362-0103;https://www.tripadvisor.com//Restaurant_Review-g56764-d1083914-Reviews-Fleming_s_Prime_Steakhouse_Wine_Bar-The_Woodlands_Texas.html;Check The Website for a Menu;$$$$;The Woodlands
Bill's Pizza;119 S Indian Canyon Dr;Palm Springs, Greater Palm Springs, CA 92262-6603; Italian, Pizza, Vegetarian Friendly;4.5;1,492 reviews;+1 760-325-5571;https://www.tripadvisor.com//Restaurant_Review-g32847-d1978555-Reviews-Bill_s_Pizza-Palm_Springs_Greater_Palm_Springs_California.html;Check The Website for a Menu;$;Palm Springs
LuNello's Resturant;182 Stevens Ave;Cedar Grove, NJ 07009-1149; Italian, Vegetarian Friendly, Vegan Options;4.5;114 reviews;+1 973-837-1660;https://www.tripadvisor.com//Restaurant_Review-g46348-d6833248-Reviews-LuNello_s_Resturant-Cedar_Grove_New_Jersey.html;Check The Website for a Menu;$$$$;Cedar Grove
Ironbound;1000 Spring St;Elizabeth, NJ 07201; American, Bar;4;108 reviews;+1 908-436-4670;https://www.tripadvisor.com//Restaurant_Review-g46414-d1492670-Reviews-Ironbound-Elizabeth_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Elizabeth
Pizza Port;13517 Lefferts Blvd;South Ozone Park, NY 11420-3601; Pizza, Italian;4;47 reviews;+1 718-843-9186;https://www.tripadvisor.com//Restaurant_Review-g2056275-d3135686-Reviews-Pizza_Port-South_Ozone_Park_Queens_New_York.html;Check The Website for a Menu;$;South Ozone Park
Sbarro;651 Kapkowski Rd;Elizabeth, NJ 07201-4901; Italian, Pizza, Fast Food;4;77 reviews;+1 908-282-4800;https://www.tripadvisor.com//Restaurant_Review-g46414-d5563805-Reviews-Sbarro-Elizabeth_New_Jersey.html;Check The Website for a Menu;$;Elizabeth
Brasilia Grill;99 Monroe Street;Newark, NJ 07105; Latin, Barbecue, Brazilian;4;166 reviews;+1 973-589-8682;https://www.tripadvisor.com//Restaurant_Review-g46671-d598581-Reviews-Brasilia_Grill-Newark_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Newark
Foxy's Restaurant;206 W Colorado St;Glendale, CA 91204-1306; American, Deli, Vegetarian Friendly;4.5;429 reviews;+1 818-246-0244;https://www.tripadvisor.com//Restaurant_Review-g32431-d371841-Reviews-Foxy_s_Restaurant-Glendale_California.html;Check The Website for a Menu;$$ - $$$;Glendale
Henry Street Taproom;86 Henry St;Saratoga Springs, NY 12866-3218; American, Bar, Pub;4.5;161 reviews;+1 518-886-8938;https://www.tripadvisor.com//Restaurant_Review-g48562-d3617890-Reviews-Henry_Street_Taproom-Saratoga_Springs_New_York.html;Check The Website for a Menu;$$ - $$$;Saratoga Springs
Heroes Restaurant and Brewery;3397 Mission Inn Ave;Riverside, CA 92501; American, Bar, Pub;4.5;182 reviews;+1 951-248-0722;https://www.tripadvisor.com//Restaurant_Review-g32978-d5483938-Reviews-Heroes_Restaurant_and_Brewery-Riverside_California.html;https://www.heroesrestaurantandbrewery.com/pages/menus;$$ - $$$;Riverside
La Playita;37 14th St;Hermosa Beach, CA 90254-3508; Mexican, Latin, Vegetarian Friendly;4.5;315 reviews;+1 310-376-2148;https://www.tripadvisor.com//Restaurant_Review-g32490-d2343392-Reviews-La_Playita-Hermosa_Beach_California.html;Check The Website for a Menu;$;Hermosa Beach
Metropolitan Cafe;8 E Main St;Freehold, NJ 07728-2202; American, Sushi, Gluten Free Options;4;165 reviews;+1 732-780-9400;https://www.tripadvisor.com//Restaurant_Review-g46453-d511597-Reviews-Metropolitan_Cafe-Freehold_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Freehold
Din Tai Fung;3333 Bristol St;Costa Mesa, CA 92626-1873; Chinese, Vegan Options;4.5;412 reviews;+1 714-549-3388;https://www.tripadvisor.com//Restaurant_Review-g32253-d7002210-Reviews-Din_Tai_Fung-Costa_Mesa_California.html;https://dintaifungusa.com/menu/appetizers/;$$ - $$$;Costa Mesa
Rudy's;6401 S Desert Blvd;El Paso, TX 79932-8515; American, Barbecue, Gluten Free Options;4.5;373 reviews;+1 915-587-8397;https://www.tripadvisor.com//Restaurant_Review-g60768-d1977055-Reviews-Rudy_s-El_Paso_Texas.html;Check The Website for a Menu;$$ - $$$;El Paso
Murray's Cheese;254 Bleecker St;New York City, NY 10014-4101; Deli, Vegetarian Friendly;4.5;258 reviews;+1 212-243-3289;https://www.tripadvisor.com//Restaurant_Review-g60763-d4101382-Reviews-Murray_s_Cheese-New_York_City_New_York.html;http://Www.murrayscheese.com/catering-menu;$$ - $$$;New York City
INC Restaurant;302 George St;New Brunswick, NJ 08901-2039; American, Bar, Vegetarian Friendly;4.5;116 reviews;+1 732-640-0553;https://www.tripadvisor.com//Restaurant_Review-g46664-d7616386-Reviews-INC_Restaurant-New_Brunswick_New_Jersey.html;http://increstaurant.com/menus/;$$ - $$$;New Brunswick
Sushi-sake Japanese Restaurant;2150 N Collins Blvd;Richardson, TX 75080-2639; Japanese, Sushi, Asian;4.5;210 reviews;+1 972-470-0722;https://www.tripadvisor.com//Restaurant_Review-g56538-d464624-Reviews-Sushi_sake_Japanese_Restaurant-Richardson_Texas.html;Check The Website for a Menu;$$ - $$$;Richardson
Jin Sushi;1600 19th St;Bakersfield, CA 93301-4311; Japanese, Sushi, Asian;4.5;67 reviews;+1 661-447-4622;https://www.tripadvisor.com//Restaurant_Review-g32037-d8624441-Reviews-Jin_Sushi-Bakersfield_California.html;http://jin-sushi.cafe-inspector.com#menu;$$ - $$$;Bakersfield
LongHorn Steakhouse;4805 S Loop 289;Lubbock, TX 79424-1675; American, Steakhouse;4;132 reviews;+1 806-783-0015;https://www.tripadvisor.com//Restaurant_Review-g56208-d4185611-Reviews-LongHorn_Steakhouse-Lubbock_Texas.html;Check The Website for a Menu;$$ - $$$;Lubbock
Ciao Wood-Fired Pizza & Pasta;2 Hickory Hollow Ln;Ithaca, NY 14850-1015; Italian, Pizza, Vegan Options;4;404 reviews;+1 607-257-2233;https://www.tripadvisor.com//Restaurant_Review-g47958-d1958749-Reviews-Ciao_Wood_Fired_Pizza_Pasta-Ithaca_Finger_Lakes_New_York.html;Check The Website for a Menu;$$ - $$$;Ithaca
Oto Sushi;8105 161st Ave NE;Redmond, WA 98052-3806; Japanese, Sushi, Asian;4;46 reviews;+1 425-558-5888;https://www.tripadvisor.com//Restaurant_Review-g58702-d8130811-Reviews-Oto_Sushi-Redmond_Washington.html;Check The Website for a Menu;$$ - $$$;Redmond
La Hacienda;811 S 3rd St;Renton, WA 98057-2737; Mexican, Latin, Spanish;4;51 reviews;+1 425-228-0882;https://www.tripadvisor.com//Restaurant_Review-g58704-d432945-Reviews-La_Hacienda-Renton_Washington.html;Check The Website for a Menu;$$ - $$$;Renton
Utopia;445 E 1st St;Long Beach, CA 90802-4905; Italian, Vegan Options, Vegetarian Friendly;4.5;220 reviews;+1 562-432-6888;https://www.tripadvisor.com//Restaurant_Review-g32648-d504403-Reviews-Utopia-Long_Beach_California.html;Check The Website for a Menu;$$ - $$$;Long Beach
Jon & Patty's Coffee Bar & Bistro;637 Asbury Ave;Ocean City, NJ 08226-3859; American, Cafe, Vegetarian Friendly;4.5;393 reviews;+1 609-399-3377;https://www.tripadvisor.com//Restaurant_Review-g46696-d864694-Reviews-Jon_Patty_s_Coffee_Bar_Bistro-Ocean_City_Cape_May_County_New_Jersey.html;https://jonandpattys.com/menu/;$$ - $$$;Ocean City
La Cucina Di Mamma;795 Rainbow Blvd;Niagara Falls, NY 14303-1313; Italian, Vegetarian Friendly, Vegan Options;4.5;545 reviews;+1 716-284-9778;https://www.tripadvisor.com//Restaurant_Review-g48261-d1988467-Reviews-La_Cucina_Di_Mamma-Niagara_Falls_New_York.html;Check The Website for a Menu;$$ - $$$;Niagara Falls
Bob's Burgers & Brew;121 N Fair Ave;Yakima, WA 98901-4514; American, Vegetarian Friendly, Vegan Options;4;488 reviews;+1 509-895-7199;https://www.tripadvisor.com//Restaurant_Review-g58838-d1916766-Reviews-Bob_s_Burgers_Brew-Yakima_Washington.html;https://www.bobsburgersandbrew.com/content/menu/menu.asp;$$ - $$$;Yakima
Los Camperos Restaurant;2500 N Expressway;Brownsville, TX 78526-4149; Mexican, Latin;4;54 reviews;+1 956-546-8172;https://www.tripadvisor.com//Restaurant_Review-g60928-d4728331-Reviews-Los_Camperos_Restaurant-Brownsville_Texas.html;Check The Website for a Menu;$$ - $$$;Brownsville
Marianna Ristorante;310 Wells Ave S;Renton, WA 98057-2714; Italian, Pizza, Vegetarian Friendly;4;95 reviews;+1 425-271-7042;https://www.tripadvisor.com//Restaurant_Review-g58704-d4291372-Reviews-Marianna_Ristorante-Renton_Washington.html;https://www.mariannaristorante.com/menus/;$$ - $$$;Renton
Catfish Charlie's;5830 McArdle Rd Ste 12;Corpus Christi, TX 78412-3472; American, Seafood;4.5;379 reviews;+1 361-993-0363;https://www.tripadvisor.com//Restaurant_Review-g60927-d404676-Reviews-Catfish_Charlie_s-Corpus_Christi_Texas.html;Check The Website for a Menu;$$ - $$$;Corpus Christi
What The Pho;1317 228th St SE;Bothell, WA 98021-8400; Asian, Vietnamese, Vegetarian Friendly;4;25 reviews;+1 425-485-7700;https://www.tripadvisor.com//Restaurant_Review-g58362-d5058489-Reviews-What_The_Pho-Bothell_Washington.html;http://whatthepho.net/menu/;$;Bothell
Duke's Huntington Beach;317 Pacific Coast Hwy;Huntington Beach, CA 92648-5161; American, Bar, Seafood;4.5;1,788 reviews;+1 714-374-6446;https://www.tripadvisor.com//Restaurant_Review-g32513-d343900-Reviews-Duke_s_Huntington_Beach-Huntington_Beach_California.html;Check The Website for a Menu;$$ - $$$;Huntington Beach
Antonia's Restaurant;2001 Katy Mills Blvd Ste A;Katy, TX 77494-4880; Italian, Vegetarian Friendly, Vegan Options;4.5;314 reviews;+1 281-644-6000;https://www.tripadvisor.com//Restaurant_Review-g56062-d1640094-Reviews-Antonia_s_Restaurant-Katy_Texas.html;Check The Website for a Menu;$$ - $$$;Katy
True Food Kitchen;395 Santa Monica Pl Ste 172;Santa Monica, CA 90401-3471; American, Contemporary, Vegetarian Friendly;4.5;1,371 reviews;+1 310-593-8300;https://www.tripadvisor.com//Restaurant_Review-g33052-d2372190-Reviews-True_Food_Kitchen-Santa_Monica_California.html;Check The Website for a Menu;$$ - $$$;Santa Monica
Hugo's Invitados;5240 N O'Connor Blvd;Irving, TX 75039-5714; Mexican, Latin, Bar;4.5;44 reviews;+1 214-496-0590;https://www.tripadvisor.com//Restaurant_Review-g56032-d15208383-Reviews-Hugo_s_Invitados-Irving_Texas.html;https://www.hugosinvitados.com/menu;$$ - $$$;Irving
Lynn's Bistro;214 Central Way;Kirkland, WA 98033-6168; French, International, European;4.5;171 reviews;+1 425-889-2808;https://www.tripadvisor.com//Restaurant_Review-g58541-d444322-Reviews-Lynn_s_Bistro-Kirkland_Washington.html;Check The Website for a Menu;$$ - $$$;Kirkland
Fadi's Mediterranean Grill;4738 Beechnut St;Houston, TX 77096-1637; Mediterranean, Middle Eastern, Vegan Options;4.5;203 reviews;+1 713-666-4644;https://www.tripadvisor.com//Restaurant_Review-g56003-d442413-Reviews-Fadi_s_Mediterranean_Grill-Houston_Texas.html;Check The Website for a Menu;$$ - $$$;Houston
Italian Cafe;19620 Kuykendahl Rd;Spring, TX 77379-3400; Italian, Vegetarian Friendly;4.5;65 reviews;+1 281-528-2919;https://www.tripadvisor.com//Restaurant_Review-g56701-d2058320-Reviews-Italian_Cafe-Spring_Texas.html;Check The Website for a Menu;$$ - $$$;Spring
Island Cafe;250 NE Tomahawk Island Dr;Portland, OR 97217-7938; American, Bar, Cafe;4.5;269 reviews;+1 503-283-0362;https://www.tripadvisor.com//Restaurant_Review-g52024-d487898-Reviews-Island_Cafe-Portland_Oregon.html;Check The Website for a Menu;$$ - $$$;Portland
Cafe Veloce;12514 120th Ave NE;Kirkland, WA 98034-7501; Italian, Pizza, Vegetarian Friendly;4.5;181 reviews;+1 425-814-2972;https://www.tripadvisor.com//Restaurant_Review-g58541-d433214-Reviews-Cafe_Veloce-Kirkland_Washington.html;Check The Website for a Menu;$$ - $$$;Kirkland
Frank Fat's Restaurant;806 L St;Sacramento, CA 95814-3693; Chinese, Asian, Vegetarian Friendly;4.5;368 reviews;+1 916-442-7092;https://www.tripadvisor.com//Restaurant_Review-g32999-d339794-Reviews-Frank_Fat_s_Restaurant-Sacramento_California.html;Check The Website for a Menu;$$ - $$$;Sacramento
Forno's of Spain Restaurant;47 Ferry St;Newark, NJ 07105-1443; Seafood, European, Spanish;4.5;783 reviews;+1 973-589-4767;https://www.tripadvisor.com//Restaurant_Review-g46671-d510780-Reviews-Forno_s_of_Spain_Restaurant-Newark_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Newark
Roma D Italia;611 El Camino Real;Tustin, CA 92780-4309; Italian, Pizza, Vegetarian Friendly;4.5;276 reviews;+1 714-544-0273;https://www.tripadvisor.com//Restaurant_Review-g33198-d467960-Reviews-Roma_D_Italia-Tustin_California.html;Check The Website for a Menu;$$ - $$$;Tustin
Rancho Viejo;14201 E Sprague Ave;Spokane Valley, WA 99216-2108; Mexican, Vegetarian Friendly;4.5;47 reviews;+1 509-927-8428;https://www.tripadvisor.com//Restaurant_Review-g1784998-d1778690-Reviews-Rancho_Viejo-Spokane_Valley_Washington.html;http://ranchoviejomexican.com/full-menu/3200123;$$ - $$$;Spokane Valley
Stella Barra Pizzeria;2000 Main St;Santa Monica, CA 90405-1010; Italian, Pizza, Vegetarian Friendly;4.5;256 reviews;+1 310-396-9250;https://www.tripadvisor.com//Restaurant_Review-g33052-d2572023-Reviews-Stella_Barra_Pizzeria-Santa_Monica_California.html;Check The Website for a Menu;$$ - $$$;Santa Monica
Ambrogio15;926 Turquoise St;San Diego, CA 92109-1186; Italian, Pizza, Wine Bar;5;262 reviews;+1 858-291-8650;https://www.tripadvisor.com//Restaurant_Review-g60750-d10260213-Reviews-Ambrogio15-San_Diego_California.html;https://www.ambrogio15.com/menu/;$$ - $$$;San Diego
30 Lake;30 Lake Avenue;Saratoga Springs, NY 12866; American, Seafood, Vegetarian Friendly;4.5;182 reviews;+1 518-539-3474;https://www.tripadvisor.com//Restaurant_Review-g48562-d10475548-Reviews-30_Lake-Saratoga_Springs_New_York.html;Check The Website for a Menu;$$ - $$$;Saratoga Springs
Milt's Coffee Shop;6112 Knudsen Dr;Bakersfield, CA 93308-2905; American, Diner, Vegetarian Friendly;4;103 reviews;+1 661-399-4975;https://www.tripadvisor.com//Restaurant_Review-g32037-d808238-Reviews-Milt_s_Coffee_Shop-Bakersfield_California.html;Check The Website for a Menu;$$ - $$$;Bakersfield
Maccheroni Republic;332 S Broadway;Los Angeles, CA 90013-1208; Italian, Mediterranean, Sicilian;4.5;322 reviews;+1 213-346-9725;https://www.tripadvisor.com//Restaurant_Review-g32655-d3848093-Reviews-Maccheroni_Republic-Los_Angeles_California.html;Check The Website for a Menu;$$ - $$$;Los Angeles
Pj's Pancake House;154 Nassau St;Princeton, NJ 08542-7006; American, International, Vegetarian Friendly;4;441 reviews;+1 609-924-1353;https://www.tripadvisor.com//Restaurant_Review-g46756-d513540-Reviews-Pj_s_Pancake_House-Princeton_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Princeton
Rainbow Diner Restaurant;849 Route 70;Brick, NJ 08724-2910; American, Greek, Diner;4;262 reviews;+1 732-840-1555;https://www.tripadvisor.com//Restaurant_Review-g46321-d1777024-Reviews-Rainbow_Diner_Restaurant-Brick_New_Jersey.html;Check The Website for a Menu;$;Brick
Craft & Social;305 E Franklin Ave;El Paso, TX 79901-1211; American, Bar, Pub;4.5;64 reviews;+1 915-219-7141;https://www.tripadvisor.com//Restaurant_Review-g60768-d6480258-Reviews-Craft_Social-El_Paso_Texas.html;Check The Website for a Menu;$$ - $$$;El Paso
Old European Restaurant;7640 N Division St;Spokane, WA 99208-5614; German, European, Vegetarian Friendly;4.5;236 reviews;+1 509-467-5987;https://www.tripadvisor.com//Restaurant_Review-g58759-d413599-Reviews-Old_European_Restaurant-Spokane_Washington.html;Check The Website for a Menu;$$ - $$$;Spokane
18 Oaks;23808 Resort Parkway;San Antonio, TX 78261; American, Steakhouse, Gluten Free Options;4.5;350 reviews;+1 210-491-5825;https://www.tripadvisor.com//Restaurant_Review-g60956-d1987818-Reviews-18_Oaks-San_Antonio_Texas.html;Check The Website for a Menu;$$$$;San Antonio
PITHARI TAVERNA;28 Woodbridge Ave;Highland Park, NJ 08904-3234; Mediterranean, Greek, Vegetarian Friendly;4;201 reviews;+1 732-572-0616;https://www.tripadvisor.com//Restaurant_Review-g46508-d1051392-Reviews-PITHARI_TAVERNA-Highland_Park_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Highland Park
Lombardi's Italian Restaurant & Wine Bar;1620 W Marine View Dr;Everett, WA 98201-2099; Italian, Vegetarian Friendly, Gluten Free Options;4;310 reviews;+1 425-252-1886;https://www.tripadvisor.com//Restaurant_Review-g58466-d464264-Reviews-Lombardi_s_Italian_Restaurant_Wine_Bar-Everett_Washington.html;https://www.lombardisitalian.com/everett-menu/;$$ - $$$;Everett
Fish Shack;700 E 15th St;Plano, TX 75074-5712; American, Seafood;4.5;332 reviews;469-229-0838;https://www.tripadvisor.com//Restaurant_Review-g56463-d1899595-Reviews-Fish_Shack-Plano_Texas.html;Check The Website for a Menu;$$ - $$$;Plano
Denino's Pizzeria & Tavern;524 Port Richmond Ave;Staten Island, NY 10302-1721; Italian, Pizza, Vegetarian Friendly;4.5;805 reviews;+1 718-442-9401;https://www.tripadvisor.com//Restaurant_Review-g48682-d444317-Reviews-Denino_s_Pizzeria_Tavern-Staten_Island_New_York.html;Check The Website for a Menu;$$ - $$$;Staten Island
Le Grand Bistro Americain;2220 Carillon Point;Kirkland, WA 98033-7446; French, Gluten Free Options, Vegetarian Friendly;4;238 reviews;+1 425-828-7778;https://www.tripadvisor.com//Restaurant_Review-g58541-d2292707-Reviews-Le_Grand_Bistro_Americain-Kirkland_Washington.html;Check The Website for a Menu;$$ - $$$;Kirkland
Bobs at the Marina;6639 Embarcadero Dr;Stockton, CA 95219-3329; Seafood;4;23 reviews;+1 209-957-3279;https://www.tripadvisor.com//Restaurant_Review-g33130-d4654391-Reviews-Bobs_at_the_Marina-Stockton_California.html;Check The Website for a Menu;$$ - $$$;Stockton
Daniel;60 East 65th Street;New York City, NY 10065-7056; French, Vegetarian Friendly, Vegan Options;4.5;3,274 reviews;212 288 0033;https://www.tripadvisor.com//Restaurant_Review-g60763-d457808-Reviews-Daniel-New_York_City_New_York.html;Check The Website for a Menu;$$$$;New York City
Poppa Rollo's Pizza;703 N Valley Mills Dr;Waco, TX 76710-4848; Italian, Pizza, Vegetarian Friendly;4;130 reviews;+1 254-776-6776;https://www.tripadvisor.com//Restaurant_Review-g56833-d1955079-Reviews-Poppa_Rollo_s_Pizza-Waco_Texas.html;Check The Website for a Menu;$$ - $$$;Waco
Lobster Shop;4015 Ruston Way;Tacoma, WA 98402-5315; American, Seafood, Vegetarian Friendly;4.5;563 reviews;+1 253-759-2165;https://www.tripadvisor.com//Restaurant_Review-g58775-d495879-Reviews-Lobster_Shop-Tacoma_Washington.html;Check The Website for a Menu;$$$$;Tacoma
Houlihan's;491 Route 70;Brick, NJ 08723-4049; American, Bar, Gluten Free Options;4;162 reviews;+1 732-262-5100;https://www.tripadvisor.com//Restaurant_Review-g46321-d3215252-Reviews-Houlihan_s-Brick_New_Jersey.html;http://www.houlihans.com/eats-and-drinks/menu/lunch/farmingdale;$$ - $$$;Brick
King's Fish House;100 W Broadway;Long Beach, CA 90802-4431; American, Seafood, Soups;4.5;532 reviews;+1 562-432-7463;https://www.tripadvisor.com//Restaurant_Review-g32648-d509371-Reviews-King_s_Fish_House-Long_Beach_California.html;http://kingsfishhouse.net/menus/Long%20Beach/King'sLunchMenu.pdf;$$ - $$$;Long Beach
